text,label
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept",1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request.,1
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk,1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 879116.,0
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us. Reference ID: 504719.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk Case Ticket #61138.",1
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request. Case Ticket #87303.,1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 949495.,0
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery Case Ticket #47184.,1
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk Case Ticket #86205.",1
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main.,0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840. Reference ID: 559390.",0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately.",1
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 853790.,0
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 282366.",0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history. Reference ID: 131815.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 987600.,0
"Security Alert: A new sign-in was detected on your Windows PC from Chrome browser. If this was you, you can ignore this alert. Reference ID: 503598.",0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login",1
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block Case Ticket #79046.",1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main. Reference ID: 196034.,0
"Security Alert: A new sign-in was detected on your Windows PC from Chrome browser. If this was you, you can ignore this alert.",0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately.",1
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 258733.,0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #33061.",1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment? Reference ID: 154537.",0
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #85569.,1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #98964.,1
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept Case Ticket #97418.",1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment? Reference ID: 354240.",0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #67811.,1
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 648931.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz,1
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 340973.",0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz,1
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #41653.,1
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery Case Ticket #22214.,1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay,1
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account Case Ticket #48528.,1
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes. Reference ID: 424875.,0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 814417.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk",1
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #16999.",1
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed.,1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us. Reference ID: 286550.,0
"SECURITY ALERT: Someone accessed your Apple ID from an unknown device in Nigeria. If this was not you, verify your identity and enter your OTP immediately at http://appleid-support-security.xyz Case Ticket #71821.",1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required.,0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 162788.",0
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 504293.,0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login",1
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us.,0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz Case Ticket #15164.,1
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim Case Ticket #61024.",1
"Security Alert: A new sign-in was detected on your Windows PC from Chrome browser. If this was you, you can ignore this alert.",0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #65980.,1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 979820.,0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay,1
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required.,0
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery,1
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request.,1
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 759439.,0
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay,1
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #21471.,1
"CONGRATULATIONS! You have won $1,000,000 in the International Mobile Lottery. Send your full name, bank account number, and OTP to claim prize money immediately.",1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me. Case Ticket #82127.",1
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim Case Ticket #78184.",1
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept",1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay Case Ticket #28312.,1
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting.",0
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept Case Ticket #14285.",1
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting.",0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately.",1
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main. Reference ID: 100283.,0
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main. Reference ID: 388060.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk Case Ticket #96809.",1
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us. Reference ID: 361504.,0
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept Case Ticket #10833.",1
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 336508.,0
Your Uber driver is arriving in a Silver Toyota Camry (License: 7XYZ89). Please meet them at the pickup point. Reference ID: 546599.,0
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 426741.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz,1
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx Case Ticket #15161.",1
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account Case Ticket #94570.,1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 430825.,0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz,1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required. Reference ID: 574141.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk",1
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes. Reference ID: 829022.,0
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk Case Ticket #51936.,1
URGENT NOTICE from IT Helpdesk: Your Office 365 mailbox is 99% full and will stop receiving emails today. Click here to upgrade storage and re-authenticate your password immediately: http://office365-helpdesk-upgrade.top,1
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #89954.,1
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 933621.",0
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request.,1
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery,1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 944601.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz,1
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us. Reference ID: 251239.,0
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay Case Ticket #43903.,1
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes. Reference ID: 600998.",0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login",1
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #46394.",1
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history. Reference ID: 850870.,0
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx Case Ticket #82587.",1
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change.,0
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting. Reference ID: 693095.",0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #38887.,1
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us.,0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 899406.,0
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me. Case Ticket #36009.",1
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting.",0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #29619.",1
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #97032.",1
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #40360.",1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment? Reference ID: 992074.",0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept Case Ticket #76303.",1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
URGENT NOTICE from IT Helpdesk: Your Office 365 mailbox is 99% full and will stop receiving emails today. Click here to upgrade storage and re-authenticate your password immediately: http://office365-helpdesk-upgrade.top,1
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #62777.,1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM? Reference ID: 221728.,0
Your Uber driver is arriving in a Silver Toyota Camry (License: 7XYZ89). Please meet them at the pickup point.,0
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 560190.,0
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday.",0
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change.,0
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept",1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay Case Ticket #60126.,1
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main.,0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 566515.,0
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk Case Ticket #68632.,1
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 280712.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk Case Ticket #32795.",1
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz,1
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #23575.",1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block Case Ticket #84778.",1
Your Uber driver is arriving in a Silver Toyota Camry (License: 7XYZ89). Please meet them at the pickup point.,0
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk,1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 994121.,0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 590737.,0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 344397.,0
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account Case Ticket #28857.,1
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request. Case Ticket #93498.,1
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 517547.",0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block Case Ticket #54260.",1
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #75099.,1
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting.",0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #34398.",1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
URGENT NOTICE from IT Helpdesk: Your Office 365 mailbox is 99% full and will stop receiving emails today. Click here to upgrade storage and re-authenticate your password immediately: http://office365-helpdesk-upgrade.top Case Ticket #21327.,1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx Case Ticket #60393.",1
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #52911.,1
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
"CONGRATULATIONS! You have won $1,000,000 in the International Mobile Lottery. Send your full name, bank account number, and OTP to claim prize money immediately. Case Ticket #86854.",1
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 311944.,0
"You have received a direct deposit of $4,500.00. Click here to confirm your banking credentials and accept funds: http://instant-cash-transfer.xyz/accept",1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 918551.",0
Your Uber driver is arriving in a Silver Toyota Camry (License: 7XYZ89). Please meet them at the pickup point.,0
